House_ID,City,Locality_Tier,BHK,Bathrooms,Super_Area_sqft,Carpet_Area_sqft,Floor_No,Total_Floors,Property_Age_years,Parking,Furnishing,Lift,Gated_Society,Distance_to_Metro_km,Distance_to_CityCenter_km,Nearby_School_km,Nearby_Hospital_km,Crime_Rate_Index,Market_Price_INR,Price_per_sqft_INR
10516,Mumbai,Mid,1,1,589.9,439.1,5,9,14,0,Unfurnished,1,0,0.2,20.04,1.35,4.64,31.1,8411235,14259
10517,Nagpur,Mid,3,1,1318.8,1091.7,2,11,10,0,Fully-Furnished,1,1,2.71,17.01,1.38,3.64,41.1,6991994,5302
10518,Nagpur,Premium,3,3,1311.6,1076.6,12,14,4,1,Fully-Furnished,1,0,3.68,0.5,2.13,0.3,28.4,9126850,6959
10519,Mumbai,Premium,2,2,817.6,657.2,20,20,12,1,Unfurnished,0,1,0.2,13.23,1.13,3.91,5,15675816,19173
10520,Pune,Premium,2,2,997.6,657.4,16,17,3,1,Semi-Furnished,1,1,0.2,15.01,0.7,1.2,36.7,10729749,10756
10521,Mumbai,Budget,1,1,622.2,410.2,5,23,9,0,Unfurnished,0,0,0.2,28.62,2.99,4.24,39,5933760,9537
10522,Mumbai,Mid,3,2,955.9,746.4,3,12,0,1,Fully-Furnished,1,1,3.71,16.65,3.05,1.73,50.4,16000825,16739
10523,Bangalore,Mid,2,2,1067,899.1,11,15,24,0,Fully-Furnished,1,1,0.55,14.74,4.84,2.52,45.5,9750242,9138
10524,Bangalore,Budget,2,2,971.5,660.8,1,22,5,0,Unfurnished,1,1,4.34,18.74,4.02,1.13,72.9,6721927,6919
10525,Nagpur,Premium,2,3,772.6,562.5,0,12,8,1,Semi-Furnished,0,1,1.04,4.56,1.69,3.72,31.4,5944424,7694
10526,Hyderabad,Mid,4,4,1651,1077.2,18,23,16,0,Unfurnished,1,1,0.2,21.46,2.26,2.22,49.8,12522699,7585
10527,Bangalore,Mid,2,2,908.9,698.2,14,22,9,1,Unfurnished,1,0,0.67,17.7,3.66,2.42,41.5,7570727,8330
10528,Hyderabad,Mid,1,1,663.2,472.8,15,16,4,0,Semi-Furnished,1,0,1.74,19.4,3.15,3.05,36.5,3621573,5461
10529,Bangalore,Mid,2,3,748.4,540.1,9,27,20,0,Semi-Furnished,1,0,2.41,13.93,4.01,4.95,50.5,6617137,8842
10530,Pune,Mid,1,2,472.5,310.4,14,14,8,0,Semi-Furnished,1,0,1.3,13.64,3.25,2.05,22.6,3796452,8035
10531,Mumbai,Budget,3,3,1046.6,820.4,5,21,16,1,Unfurnished,1,1,1.56,12.87,4.98,2.19,59.8,11861423,11333
10532,Pune,Mid,1,1,589.7,496.8,13,13,20,1,Unfurnished,1,0,6.95,13.49,3.83,5.52,50.5,3862394,6550
10533,Mumbai,Mid,3,3,1006.1,711.5,13,18,10,1,Fully-Furnished,1,0,5.49,15.08,2.55,3.53,45.8,15157292,15065
10534,Nagpur,Mid,2,1,905.3,744.9,4,10,21,1,Unfurnished,1,1,3.56,15.27,2.58,1.87,41,3821092,4221
10535,Pune,Premium,2,2,776.4,578.5,5,13,7,0,Fully-Furnished,1,1,1.99,6.89,0.84,3.84,24.4,9450573,12172
10536,Pune,Premium,4,5,1664.3,1304.9,7,10,7,1,Unfurnished,1,1,0.24,0.5,0.71,2.49,15.7,19898002,11956
10537,Bangalore,Premium,1,1,575,431.6,0,21,5,1,Fully-Furnished,1,0,1.53,8.91,4.76,1.09,17.9,6809261,11842
10538,Bangalore,Premium,2,2,878.5,606.2,0,19,7,1,Fully-Furnished,1,1,3.81,15.8,2.68,2.9,22.2,10908007,12417
10539,Pune,Premium,3,3,1428,1010.2,4,10,5,1,Semi-Furnished,1,0,2.33,0.98,2.04,2.32,34,14659027,10265
10540,Pune,Mid,3,3,1179.5,819.1,5,8,17,1,Semi-Furnished,1,0,1.76,19.39,2.91,4.31,43.3,9072955,7692
10541,Hyderabad,Mid,2,2,906.7,656,5,14,1,1,Unfurnished,1,1,0.2,13.83,2.07,0.98,22.2,6435284,7097
10542,Hyderabad,Premium,2,2,881.5,673,4,12,11,0,Fully-Furnished,1,0,6.19,9.27,1.3,0.41,41,8179214,9279
10543,Bangalore,Budget,3,3,1296.4,962.3,5,12,11,1,Semi-Furnished,1,0,1.68,18.08,0.2,1.1,49.7,9073520,6999
10544,Bangalore,Premium,3,4,1209,1026.9,2,17,7,0,Semi-Furnished,1,0,0.67,4.73,3.65,2.69,29.8,15000653,12407
10545,Nagpur,Premium,2,2,876.3,677.3,9,18,4,1,Unfurnished,1,1,1.57,0.5,0.2,1.83,21.8,6786115,7744
10546,Mumbai,Mid,2,2,983,770.4,9,20,17,0,Semi-Furnished,1,1,0.2,12.2,4.06,2.99,43.1,15109611,15371
10547,Mumbai,Premium,3,3,1489.2,974.6,12,12,5,1,Semi-Furnished,1,1,0.57,0.5,3.68,2.71,24.9,30702292,20617
10548,Mumbai,Premium,2,1,1076,833,5,13,4,1,Unfurnished,1,1,1.85,0.5,2.09,3.54,17.8,20453311,19009
10549,Nagpur,Budget,1,3,423.6,349.2,8,8,16,0,Fully-Furnished,1,1,1.56,29.61,4,2.45,45.8,1435468,3389
10550,Bangalore,Mid,4,4,1934.8,1610.2,5,12,9,0,Unfurnished,1,0,2.47,3.04,4.22,4.93,41.1,17093346,8835
10551,Nagpur,Budget,1,2,568.9,466.3,1,7,10,0,Semi-Furnished,1,0,3.12,22.76,5.19,5.64,57.6,1653346,2906
10552,Pune,Mid,2,3,817,605.9,14,14,6,1,Unfurnished,0,0,0.63,12.08,3.13,1.19,41.5,6524201,7986
10553,Pune,Mid,3,2,1371.3,999.8,5,11,6,1,Fully-Furnished,1,0,1.75,17.27,2.25,5.4,58.8,11505772,8390
10554,Mumbai,Mid,2,2,921.4,713.5,8,18,19,1,Unfurnished,1,1,0.85,15.67,4.58,3.61,38.7,12679641,13761
10555,Mumbai,Mid,2,3,753,597.7,20,22,12,1,Semi-Furnished,1,0,2.29,17.51,4.15,2.76,49,10988917,14594
10556,Mumbai,Mid,4,4,1742,1310.8,14,19,11,1,Semi-Furnished,1,1,2.27,10.15,3.51,2.81,48.4,29499060,16934
10557,Mumbai,Mid,3,3,1210.8,863.6,6,23,3,1,Fully-Furnished,1,0,0.34,20.66,3.69,3.12,56.6,20360885,16816
10558,Pune,Mid,1,1,472.3,367.2,7,16,5,0,Semi-Furnished,0,0,3.39,13.07,1.75,0.3,45.5,3159393,6689
10559,Pune,Mid,2,2,1044.2,734.1,1,15,1,1,Semi-Furnished,1,1,0.2,15.6,0.95,1.48,43.7,8391132,8036
10560,Bangalore,Premium,2,3,974.1,662.8,11,20,8,0,Unfurnished,1,1,0.81,9.33,0.2,1.71,22.1,11366803,11669
10561,Mumbai,Mid,1,1,675.8,473.8,6,14,13,1,Semi-Furnished,1,1,2.22,15.13,2.26,5.77,47.3,9927265,14690
10562,Bangalore,Mid,2,3,1009.2,846.6,8,16,6,0,Fully-Furnished,1,0,1.02,15.58,3.12,1.64,47.8,9378319,9293
10563,Pune,Premium,3,4,1136.6,938.8,3,16,13,1,Fully-Furnished,1,1,0.2,10.29,2.23,2.23,35.3,12991389,11430
10564,Mumbai,Premium,2,2,702.2,553.5,10,19,9,1,Unfurnished,1,0,1.41,2.86,1.26,3.33,35.2,12856989,18310
10565,Pune,Premium,2,2,779,589.1,8,8,3,0,Fully-Furnished,1,1,4.18,16.13,0.76,2.23,20.3,8475202,10880
10566,Mumbai,Premium,3,3,1462.8,1055.8,8,14,0,1,Semi-Furnished,1,1,0.2,15.33,2.35,2.55,26.2,26478784,18101
10567,Bangalore,Mid,3,3,1185,1000,15,20,2,1,Semi-Furnished,1,1,0.2,25.26,3,1.79,33.3,10523646,8881
10568,Pune,Mid,3,3,1450.6,1176.3,1,6,7,0,Unfurnished,1,0,3.65,7.28,2.61,3.26,36.1,12436717,8573
10569,Nagpur,Mid,3,3,1296.1,902.8,0,11,10,0,Semi-Furnished,1,1,3.08,0.5,2.42,2.83,50.5,8079399,6234
10570,Mumbai,Premium,3,4,1301.1,1041.6,15,17,9,0,Fully-Furnished,1,1,2.21,6.17,1.12,2.34,28,26657609,20489
10571,Pune,Premium,3,3,1418.5,1157.9,10,22,1,1,Fully-Furnished,1,1,0.32,8.94,1.21,3.6,15.3,17520485,12351
10572,Nagpur,Mid,3,3,1248,899.3,1,16,2,0,Semi-Furnished,1,0,2.31,16.36,1.99,3.89,40.2,6581669,5274
10573,Nagpur,Mid,2,2,829.4,630.5,0,12,22,1,Semi-Furnished,1,1,2.59,17.54,1.39,3.29,31.8,3940075,4751
10574,Bangalore,Mid,1,1,670.9,458.4,1,18,0,1,Semi-Furnished,1,0,4.99,19.92,1.38,2.11,52.7,4953509,7383
10575,Mumbai,Budget,2,2,786.2,649.4,6,17,5,0,Unfurnished,1,1,2.76,14.55,4.09,4.19,49.4,9021850,11475
10576,Nagpur,Mid,3,2,1065.6,858.8,2,4,9,0,Semi-Furnished,1,1,6.26,11.1,5.44,2.74,24.7,5801081,5444
10577,Mumbai,Mid,2,2,929.4,739.8,4,34,2,0,Semi-Furnished,0,1,0.2,13.92,2.81,1.27,57.1,13084268,14078
10578,Hyderabad,Budget,2,2,793.6,606,5,7,0,0,Semi-Furnished,1,0,1.48,27.61,2.34,1.96,57.6,3642088,4589
10579,Mumbai,Mid,2,2,847.9,648.2,12,14,11,1,Unfurnished,1,0,0.21,13.3,3.21,3.75,38.5,12943685,15266
10580,Pune,Premium,4,5,1380.4,916.3,14,15,15,0,Semi-Furnished,1,1,5.56,21.39,0.2,1.46,40.8,13804249,10000
10581,Pune,Premium,3,3,1273.4,949.1,0,13,17,0,Semi-Furnished,1,1,0.2,11.74,2.43,3.17,7.2,14623529,11484
10582,Nagpur,Budget,2,2,720.2,572.2,2,3,13,1,Unfurnished,0,0,7.06,24.11,5.17,4.69,62.9,1880280,2611
10583,Pune,Mid,2,3,990,768.7,5,13,4,0,Unfurnished,1,0,2.66,9.88,3.59,5.03,52.6,7448938,7524
10584,Nagpur,Mid,2,1,927.5,648.4,4,6,6,0,Fully-Furnished,1,0,0.51,18,3.89,4.22,37.2,4562671,4919
10585,Bangalore,Budget,2,2,885,577.4,5,17,9,0,Semi-Furnished,1,0,2.31,14.45,5.06,7.48,69.7,5702602,6444
10586,Bangalore,Premium,4,5,1876.7,1382.4,12,18,2,1,Unfurnished,1,1,2.83,13.41,3.29,5.51,29.6,24630263,13124
10587,Nagpur,Budget,2,2,866,657.5,2,3,4,0,Fully-Furnished,0,0,5.85,26.11,4.15,3.23,47.6,3144105,3631
10588,Hyderabad,Premium,2,3,868.4,585.5,9,10,9,0,Semi-Furnished,1,1,2.52,11.86,3.12,2.17,11.1,8875286,10220
10589,Hyderabad,Premium,3,3,1288.9,1009.5,6,9,9,1,Semi-Furnished,1,1,2.57,16.49,0.2,3.65,22,12289560,9535
10590,Hyderabad,Mid,3,4,1424.2,930.9,2,15,14,0,Semi-Furnished,1,1,0.2,14.31,3.73,4.2,46.7,11361706,7978
10591,Pune,Budget,2,2,765.5,647.5,6,14,9,0,Semi-Furnished,1,0,2.1,12.12,3.75,4.29,62.1,4498248,5876
10592,Mumbai,Budget,1,1,541.1,454.4,16,17,3,0,Semi-Furnished,1,0,0.9,14.78,5.3,5.47,53.6,6099789,11273
10593,Nagpur,Budget,2,3,903.7,672.5,0,7,10,0,Unfurnished,1,1,2.25,21.04,3.34,4.31,53.8,3343365,3700
10594,Hyderabad,Premium,3,3,1528.7,1060.2,9,10,4,1,Semi-Furnished,1,1,2.13,8.47,2.52,2.31,20.8,14459555,9459
10595,Hyderabad,Mid,1,1,508.2,332.4,14,21,11,0,Semi-Furnished,1,0,3.57,22.09,0.99,3.65,47.7,2694388,5302
10596,Hyderabad,Mid,2,2,861.2,563.4,5,15,1,1,Semi-Furnished,1,1,0.22,11.42,0.25,2.2,43.9,7058598,8196
10597,Pune,Mid,2,1,852.3,721.5,9,13,5,0,Unfurnished,1,0,3.62,17.25,1.57,2.78,34.8,6997070,8210
10598,Hyderabad,Budget,2,2,903.5,647.1,1,4,8,0,Unfurnished,1,1,0.39,15.6,2.54,6.11,49.6,5017034,5553
10599,Mumbai,Mid,1,1,508.5,394,0,6,14,0,Unfurnished,1,1,1.75,12.18,2.11,0.3,57,6833057,13438
10600,Mumbai,Mid,2,1,708.7,543.2,14,19,1,1,Unfurnished,1,0,2.71,6.51,2.93,3.08,47,10253028,14467
10601,Nagpur,Mid,2,2,1078,912.3,10,14,6,0,Fully-Furnished,1,0,1.03,8.54,1.96,1.53,45.5,5739499,5324
10602,Mumbai,Mid,2,2,891.5,615.5,0,25,5,1,Semi-Furnished,1,0,2.16,24.51,2.88,4.57,50.2,12347871,13851
10603,Pune,Premium,2,2,1056.9,811.5,12,22,1,1,Semi-Furnished,1,0,1.06,8.16,2.02,1.3,18.3,11122908,10524
10604,Bangalore,Mid,3,3,994.4,774.8,2,10,13,1,Semi-Furnished,1,1,1.48,9.16,3.61,2.53,42,9568014,9622
10605,Mumbai,Premium,2,3,943.8,663.7,6,13,2,1,Unfurnished,1,1,0.2,0.5,3.37,1.67,17.5,18776388,19894
10606,Mumbai,Mid,1,1,538.7,457.7,7,19,1,1,Unfurnished,1,1,0.2,0.87,1.11,3.55,45.2,8020846,14889
10607,Pune,Premium,3,2,1444.4,1030.4,8,12,7,1,Semi-Furnished,1,1,0.2,12.36,0.58,3.04,18,14596586,10106
10608,Bangalore,Mid,1,1,464.1,328.1,16,19,0,0,Unfurnished,1,1,1.14,21.19,2.36,3.62,30.3,3710947,7996
10609,Nagpur,Mid,3,4,998.8,723,13,13,11,0,Semi-Furnished,1,0,5.61,11.92,1.47,0.91,33.6,5820114,5827
10610,Pune,Mid,1,2,565,442.3,3,17,7,1,Semi-Furnished,1,1,3.29,14.65,2.93,2.81,24.4,4588758,8122
10611,Hyderabad,Mid,1,2,596.8,465.1,5,14,4,1,Semi-Furnished,1,0,1.26,10.84,4.24,3.89,43,4547967,7621
10612,Mumbai,Mid,3,3,1264,886.2,8,16,6,1,Unfurnished,1,1,0.2,30.97,1.78,1.95,58.3,17371317,13743
10613,Bangalore,Premium,4,5,1831.1,1382.7,7,16,6,1,Fully-Furnished,1,1,0.2,10.73,2.16,0.3,47.5,23975618,13094
10614,Pune,Mid,4,4,1829.6,1404,3,11,12,1,Unfurnished,1,0,0.9,10.57,2.22,4.07,60.5,14102597,7708
10615,Pune,Budget,2,2,898.1,640.2,5,13,1,0,Unfurnished,1,0,0.2,22.76,4.5,7.67,59.1,4875604,5429
10616,Pune,Budget,1,1,512.8,361.6,0,6,2,1,Fully-Furnished,1,0,0.23,18.35,4.93,4.66,53.7,2731243,5326
10617,Hyderabad,Mid,3,3,1134.6,840.6,14,22,15,1,Unfurnished,1,0,2.12,18.78,4.58,3.68,36,7773064,6851
10618,Bangalore,Mid,2,2,710.8,518.7,11,15,8,1,Fully-Furnished,1,1,0.26,8.81,5.12,3.15,31.1,8193262,11527
10619,Pune,Premium,4,4,1524.7,1002.7,3,9,8,1,Unfurnished,1,1,2.39,5.47,1.36,4.12,23.1,16608162,10893
10620,Bangalore,Mid,3,3,1186.5,834.9,22,25,6,1,Fully-Furnished,1,1,2.02,6.05,0.71,4.88,35.6,12313237,10378
10621,Pune,Budget,2,2,856.4,593.2,7,18,12,1,Unfurnished,1,1,2.09,14.14,3.89,3.79,59.6,5481901,6401
10622,Hyderabad,Budget,2,2,729.2,569.9,1,16,12,1,Semi-Furnished,0,0,0.89,24.6,6.35,3.86,62.9,3496214,4795
10623,Nagpur,Mid,4,4,1758.6,1469.3,9,14,10,1,Unfurnished,1,0,6.83,19.41,2.22,2.11,19,8718017,4957
10624,Pune,Premium,5,4,2422.6,1819.4,3,6,1,1,Fully-Furnished,1,1,1.66,9.94,0.2,1.74,24,28018715,11566
10625,Bangalore,Mid,2,2,838.9,619.8,18,22,7,1,Unfurnished,1,1,0.2,21.66,1.65,2.5,52,6776175,8077
10626,Mumbai,Mid,2,1,914.2,751,15,17,14,1,Fully-Furnished,1,0,0.2,14.64,2.97,3.18,54.2,13780309,15074
10627,Hyderabad,Premium,2,2,921.2,666.5,0,3,2,1,Unfurnished,1,1,4.46,7.07,0.45,1.97,20,8353264,9068
10628,Nagpur,Mid,3,2,1195.2,916.6,0,10,13,1,Fully-Furnished,1,1,1.58,13.4,1.63,2.75,63.3,6940997,5807
10629,Bangalore,Mid,3,3,1267.4,839.7,5,10,12,1,Fully-Furnished,1,0,2.15,0.5,4.64,3.2,25.1,13739324,10841
10630,Pune,Premium,1,1,505.1,369.7,4,9,14,1,Fully-Furnished,0,1,2.41,3.3,0.78,0.3,38,5179137,10254
10631,Hyderabad,Mid,2,2,878.2,636,2,12,3,0,Unfurnished,1,1,0.2,14.04,2.19,0.75,41.1,6372201,7256
10632,Pune,Mid,2,2,911,696.3,3,21,10,1,Fully-Furnished,0,1,0.65,10.82,3.7,1.46,51.2,7914039,8687
10633,Nagpur,Premium,2,3,870.4,634.6,12,17,4,1,Unfurnished,1,1,7.87,0.5,3.49,0.3,28.1,6239357,7168
10634,Mumbai,Mid,1,1,401.6,335.5,2,20,16,1,Semi-Furnished,1,1,1.3,14.41,3.65,1.9,47.3,5754624,14329
10635,Bangalore,Premium,4,4,1601.9,1356.6,0,19,0,1,Unfurnished,1,1,5.39,17.67,3.33,4.1,40.5,17687288,11041
10636,Bangalore,Mid,2,2,874.1,663.7,8,19,3,1,Semi-Furnished,1,1,0.89,12.89,3.67,2.81,40.1,7920191,9061
10637,Hyderabad,Budget,2,2,810.8,602.2,10,12,15,0,Unfurnished,1,0,1.3,25.32,5.65,2.06,77.6,3226351,3979
10638,Mumbai,Mid,2,2,928.3,728.5,8,19,15,0,Fully-Furnished,1,1,0.96,4.38,2.2,3.16,36.8,16041106,17280
10639,Mumbai,Mid,1,1,546.9,367.1,21,23,17,0,Unfurnished,1,1,0.2,14.3,1.46,1.09,45,7338414,13418
10640,Pune,Budget,1,1,423.4,289.7,12,21,13,0,Unfurnished,1,0,4.4,24.82,4.07,4.62,51,1435123,3390
10641,Bangalore,Budget,2,3,982,680.9,10,11,10,1,Fully-Furnished,1,1,0.2,21.14,2.75,3.95,51.3,7789707,7932
10642,Pune,Mid,2,3,1155.3,907.7,6,14,6,1,Unfurnished,1,1,1.33,9.37,2.59,4.68,34.2,9957073,8619
10643,Mumbai,Premium,3,3,1295.8,1052.8,7,16,16,1,Fully-Furnished,0,1,2.65,0.5,0.2,4.21,31.5,23757655,18334
10644,Mumbai,Budget,2,2,877.6,650.7,4,14,17,0,Unfurnished,1,0,4.42,11.53,2.9,4.11,57.2,9948501,11336
10645,Bangalore,Mid,4,4,1577.1,1092.7,4,25,11,0,Fully-Furnished,1,0,3.54,20.67,2.86,2.19,29.3,14953394,9482
10646,Pune,Budget,2,2,952,667.7,2,12,13,1,Semi-Furnished,1,0,3.31,16.86,3.41,4,46.1,6157204,6468
10647,Hyderabad,Budget,1,1,647.5,463.9,6,12,13,0,Unfurnished,1,1,1.64,16.5,3.13,4.29,65.1,2549745,3938
10648,Mumbai,Mid,1,2,551.8,446.9,2,12,3,1,Unfurnished,1,1,2.22,17.3,3.57,2.41,28.1,8003828,14505
10649,Hyderabad,Premium,4,4,1645,1185.6,5,9,3,1,Fully-Furnished,1,1,4.26,7.95,2.58,0.3,26.5,15803178,9607
10650,Pune,Budget,3,3,1269.3,1072.2,0,10,12,1,Unfurnished,1,0,6.04,23.09,2.48,4.86,48.3,8497428,6695
10651,Hyderabad,Premium,2,2,923.7,630.9,6,12,6,0,Semi-Furnished,1,1,1.62,18.33,0.5,2.31,28.5,7853192,8502
10652,Mumbai,Mid,2,2,695.3,518.1,0,27,2,0,Semi-Furnished,1,1,0.69,12.6,2.34,4.17,34.7,11657111,16766
10653,Mumbai,Mid,2,2,902.2,667.3,5,14,11,0,Unfurnished,1,1,0.2,11.35,2.25,4.87,44.9,13879790,15384
10654,Mumbai,Mid,2,2,886.1,582.6,6,7,2,1,Semi-Furnished,1,1,0.2,15.19,1.77,4.44,53.8,12705977,14339
10655,Nagpur,Mid,2,2,790.6,536.2,13,14,1,0,Unfurnished,1,1,1.88,12.72,3.26,4.35,50,4114832,5205
10656,Bangalore,Premium,2,2,969.7,722.3,16,20,3,1,Fully-Furnished,1,1,1.3,1.55,2.89,2.39,10.7,12168576,12549
10657,Hyderabad,Mid,2,2,840.7,606.4,7,9,8,0,Semi-Furnished,1,1,0.2,11.17,2.51,2.03,39.9,5898720,7016
10658,Pune,Premium,3,3,1317.3,946.3,4,5,0,1,Fully-Furnished,0,1,1.06,8.66,1.87,1.5,30.4,14344956,10890
10659,Nagpur,Mid,4,4,2025.2,1524.4,0,16,6,1,Unfurnished,1,0,2.44,27.45,3.5,2.46,43.7,10388314,5130
10660,Mumbai,Budget,1,1,511.1,415.9,16,24,4,0,Semi-Furnished,1,0,1.96,24.41,2.7,3.19,55.1,5123285,10024
10661,Pune,Mid,2,2,1022,803,3,3,18,1,Unfurnished,1,1,0.2,29.34,3.47,2.95,36.4,7127278,6974
10662,Pune,Mid,2,2,908.8,625.5,2,4,3,1,Semi-Furnished,0,1,3.35,8.03,3.89,3.44,36.2,7468981,8219
10663,Pune,Premium,1,1,536.7,450.6,1,9,3,1,Fully-Furnished,1,1,0.2,9.89,2.69,0.3,15.5,5853475,10906
10664,Pune,Mid,2,2,1003.2,700,15,17,4,1,Semi-Furnished,1,1,1.83,10.63,1.21,2.79,41.7,8794926,8767
10665,Pune,Mid,2,2,807.5,684.6,5,18,4,1,Fully-Furnished,1,0,0.2,22.61,1.86,2.52,48,6481105,8026
10666,Pune,Premium,3,4,1269.9,977.3,13,20,10,1,Fully-Furnished,1,0,1.86,2.1,0.2,0.33,25.8,15375265,12107
10667,Bangalore,Mid,3,3,1303.1,997,21,25,10,0,Fully-Furnished,1,0,3.01,4.42,1.64,1.85,37.3,12745486,9781
10668,Nagpur,Mid,2,3,837.1,609.3,0,4,18,1,Semi-Furnished,1,1,5.93,14.77,4.7,4.38,37.3,4487567,5361
10669,Bangalore,Mid,2,2,1048.6,874.7,0,21,2,1,Fully-Furnished,1,1,3.19,11.17,2.33,4.43,53.1,10358759,9879
10670,Pune,Budget,1,2,546.1,402.9,5,20,14,0,Fully-Furnished,1,0,0.2,26.1,5.03,5.17,53.4,2485276,4551
10671,Hyderabad,Premium,1,2,464.4,314.5,5,11,16,0,Unfurnished,1,1,0.2,1.88,1.96,2.46,25.5,4762056,10254
10672,Bangalore,Mid,1,1,574.4,459.9,16,23,9,1,Semi-Furnished,1,1,0.75,13.66,1.49,2.67,44.9,5566653,9691
10673,Hyderabad,Budget,2,3,755.5,550.4,12,15,15,0,Semi-Furnished,1,1,1,23.05,4.01,3.98,34.5,4488543,5941
10674,Pune,Budget,3,3,1461.9,981.7,17,19,10,1,Semi-Furnished,1,1,4.09,21.5,4.81,6.2,55.1,9466943,6476
10675,Nagpur,Mid,3,2,1316.1,918.1,3,4,9,1,Semi-Furnished,1,1,0.2,11.01,5.05,3.74,49.8,7196935,5468
10676,Pune,Mid,2,2,980.4,721.6,2,3,11,1,Unfurnished,0,1,0.4,20.61,3.01,1.11,35,8281074,8447
10677,Pune,Budget,2,2,1032.6,807.1,16,19,15,0,Fully-Furnished,1,0,2.76,23.87,3.82,5.66,67.9,6243821,6047
10678,Nagpur,Mid,3,4,1464.2,1083.9,1,18,3,0,Semi-Furnished,1,0,1.35,11.5,2.78,4.29,29.4,7837073,5352
10679,Bangalore,Mid,2,2,801.2,561.4,0,21,4,1,Unfurnished,1,0,1.98,9.49,3.91,5.48,54.6,6841507,8539
10680,Nagpur,Premium,2,3,925.9,682.2,0,4,4,1,Semi-Furnished,1,1,1.66,11.49,3.71,2.09,35.9,6803237,7348
10681,Mumbai,Mid,2,2,904.9,728.4,10,15,11,1,Semi-Furnished,1,1,0.2,19.2,4.95,2.86,44.4,13329288,14730
10682,Pune,Premium,4,4,2050.6,1682.4,2,7,3,1,Fully-Furnished,1,1,1.81,11.64,0.2,2.18,29,22120491,10787
10683,Mumbai,Premium,4,5,1596.3,1140.4,10,21,11,1,Semi-Furnished,1,1,0.29,0.5,1.85,2.08,27.7,29107263,18234
10684,Hyderabad,Mid,4,4,1621,1368.6,3,15,7,1,Unfurnished,1,1,0.36,18.67,1.99,4.23,32.7,11259995,6946
10685,Bangalore,Mid,4,4,1572.6,1317.3,5,9,13,1,Unfurnished,1,0,3.37,2.5,3.36,4.74,39.2,15248324,9696
10686,Mumbai,Mid,2,2,926.6,752.9,4,18,9,1,Unfurnished,0,0,0.2,20.27,4.93,2.03,34.8,13094958,14132
10687,Mumbai,Budget,2,2,808.7,568.3,2,12,12,1,Semi-Furnished,1,0,0.2,20.07,3.95,6.66,48,10209556,12625
10688,Pune,Mid,1,1,551.1,437.4,7,11,5,1,Unfurnished,1,1,1.65,5.17,2.29,2.87,41.5,4961644,9003
10689,Mumbai,Mid,2,2,825.8,690.5,16,23,4,1,Unfurnished,1,0,0.2,19.74,2.91,2.42,46.3,11715375,14187
10690,Mumbai,Mid,2,2,793.8,658.1,9,23,2,1,Fully-Furnished,1,1,4.04,13.49,1.42,0.3,28.3,12906983,16260
10691,Hyderabad,Mid,4,4,1880.3,1352.7,9,15,6,0,Unfurnished,1,1,0.2,12.67,2.17,2.61,46.9,14780598,7861
10692,Mumbai,Mid,2,3,928.4,766.7,15,25,6,0,Fully-Furnished,1,0,2.32,14.11,2.6,1.71,40.2,13840531,14908
10693,Bangalore,Mid,4,5,1781.6,1492.3,8,17,2,1,Semi-Furnished,1,1,1.65,9.31,2.37,3.9,31.8,17564897,9859
10694,Hyderabad,Premium,2,2,835.3,586.7,16,19,7,1,Unfurnished,1,1,2.23,7.31,1.58,0.49,42.9,8524358,10205
10695,Nagpur,Budget,2,3,958.1,641.7,9,11,20,1,Unfurnished,1,1,2.75,21.08,4.93,3.83,53.3,3227801,3369
10696,Hyderabad,Mid,2,2,873.8,668.7,1,10,10,1,Unfurnished,1,1,2.91,15.35,1.71,3.27,51.1,6183162,7076
10697,Mumbai,Mid,2,2,914.4,667.8,16,16,5,1,Semi-Furnished,1,1,0.2,19.45,1.97,3.31,35.9,13847945,15144
10698,Nagpur,Mid,2,2,1196.5,778,6,11,7,1,Unfurnished,1,1,5.56,20.38,0.39,2.9,46.7,5421415,4531
10699,Mumbai,Mid,1,1,453.6,368.8,10,11,3,0,Semi-Furnished,1,1,2.03,9.4,3.02,3.56,36,7189727,15850
10700,Mumbai,Mid,3,2,1044,706.7,3,13,8,0,Unfurnished,1,1,2.91,14.8,4.24,3.85,32.5,15512826,14859
10701,Mumbai,Mid,2,2,775.5,550,3,23,11,1,Unfurnished,1,1,0.99,11.11,0.2,3.49,30.4,12782542,16483
10702,Nagpur,Premium,4,4,1889.7,1297.6,11,13,5,1,Semi-Furnished,1,1,5.09,2.51,1.24,0.43,22.2,14527445,7688
10703,Nagpur,Mid,2,3,943.3,759.7,6,8,5,1,Semi-Furnished,1,0,4.92,9.39,4.31,1.56,42.6,5106570,5414
10704,Nagpur,Mid,3,4,1355.7,1141.9,0,10,15,1,Unfurnished,1,1,4.38,6.04,4.56,3.25,40.8,7521523,5548
10705,Hyderabad,Mid,1,2,607,507.3,0,9,0,1,Unfurnished,1,1,3.36,19.35,0.64,2.97,43.2,3926915,6469
10706,Nagpur,Mid,3,3,1203.4,805.4,15,15,8,1,Semi-Furnished,1,0,3.76,18.9,3.35,2.52,33.6,6845311,5688
10707,Pune,Premium,1,1,455.5,313.8,9,16,18,1,Fully-Furnished,1,0,0.2,8.51,0.78,2.39,29,4735412,10396
